metric,value
seed,42
no_consolidation.compression_ratio,1.0
no_consolidation.mean_backward_transfer,-0.09840000000000002
no_consolidation.final_memory_count,10000
gentle_consolidation.compression_ratio,0.4355
gentle_consolidation.mean_backward_transfer,-0.3318
gentle_consolidation.final_memory_count,4355
full_hide_v2.compression_ratio,0.4424
full_hide_v2.mean_backward_transfer,-0.4050000000000001
full_hide_v2.final_memory_count,4424
