metric,value
seed,456
no_consolidation.compression_ratio,1.0
no_consolidation.mean_backward_transfer,-0.0984
no_consolidation.final_memory_count,10000
gentle_consolidation.compression_ratio,0.3883
gentle_consolidation.mean_backward_transfer,-0.394
gentle_consolidation.final_memory_count,3883
full_hide_v2.compression_ratio,0.3728
full_hide_v2.mean_backward_transfer,-0.41079999999999994
full_hide_v2.final_memory_count,3728
